Name,Transliteration,Meaning,Language
Bogdan,,Given by God,Belarusian
Dmitri,,Earth-lover,Belarusian
Darya,,"Wealthy, prosperous",Belarusian
Elena,,Shining light,Belarusian
Egor,,Farmer,Belarusian
Irina,,Peace,Belarusian
Ivan,,John,Belarusian
Julia,,Youthful,Belarusian
Konstantin,,"Steadfast, constant",Belarusian
Ksenia,,Hospitality,Belarusian
Leonid,,Lion-like,Belarusian
Lydia,,"Beautiful, noble",Belarusian
Maria,,Bitter,Belarusian
Maxim,,Greatest,Belarusian
Marina,,Of the sea,Belarusian
Nikolai,,Victory of the people,Belarusian
Oksana,,Praise,Belarusian
Pavel,,Small,Belarusian
Polina,,Many people,Belarusian
Roman,,"Strong, powerful",Belarusian
Ruslan,,Heroic,Belarusian
Sofia,,Wisdom,Belarusian
Sergey,,Protector of the people,Belarusian
Svetlana,,"Light, shining",Belarusian
Tatiana,,Fairy queen,Belarusian
Viktor,,Conqueror,Belarusian
Violetta,,Violet,Belarusian
Yulia,,Youthful,Belarusian
Yaroslav,,"Fierce, glorious",Belarusian
Zinaida,,Of Zeus,Belarusian
Aleksei,,Defender of the people,Belarusian
Anya,,Graceful,Belarusian
Arkadi,,Happy,Belarusian
Aurora,,Dawn,Belarusian
Borys,,"Battle, fight",Belarusian
Daria,,"Wealthy, prosperous",Belarusian
Elena,,Shining light,Belarusian
Emilia,,Rival,Belarusian
Igor,,Warrior,Belarusian
Irina,,Peaceful,Belarusian
Kirill,,Lordly,Belarusian
Lidia,,"Noble, beautiful",Belarusian
Lyudmila,,Loved by the people,Belarusian
Mark,,Warlike,Belarusian
Mila,,Gracious,Belarusian
Mikhail,,Who is like God?,Belarusian
Nadezhda,,Hope,Belarusian
Nikolai,,Victory of the people,Belarusian
Oleg,,Holy,Belarusian
Renata,,Rebirth,Belarusian
Ruslan,,Heroic,Belarusian
Svetlana,,"Light, shining",Belarusian
Tatyana,,Fairy queen,Belarusian
Valentina,,"Strong, healthy",Belarusian
Vladimir,,Ruler of the world,Belarusian
Yelena,,Shining light,Belarusian
Yaroslav,,"Fierce, glorious",Belarusian
Zinaida,,Of Zeus,Belarusian
Antonina,,"Priceless, invaluable",Belarusian
Arina,,Peaceful,Belarusian
Boris,,"Battle, fight",Belarusian
Danila,,God is my judge,Belarusian
Darya,,"Wealthy, prosperous",Belarusian
Elizaveta,,God is my oath,Belarusian
Galina,,Calm,Belarusian
Irina,,Peaceful,Belarusian
Karina,,Pure,Belarusian
Kira,,Lady,Belarusian
Larisa,,Cheerful,Belarusian
Lyudmila,,Loved by the people,Belarusian
Margarita,,Pearl,Belarusian
Nadezhda,,Hope,Belarusian
Oksana,,Praise,Belarusian
Polina,,Many people,Belarusian
Regina,,Queen,Belarusian
Roxana,,Dawn,Belarusian
Svetlana,,"Light, shining",Belarusian
Tamara,,Palm tree,Belarusian
Valeria,,"Strength, health",Belarusian
Vera,,Faith,Belarusian
Violetta,,Violet,Belarusian
Yulia,,Youthful,Belarusian
Yuri,,Farmer,Belarusian
Aida,,Noble,Belarusian
Alina,,"Bright, beautiful",Belarusian
Aleksandr,,Defender of the people,Belarusian
Alexei,,Defender of the people,Belarusian
Anastasia,,Resurrection,Belarusian
Antonina,,"Priceless, invaluable",Belarusian
Artyom,,"Safe, unharmed",Belarusian
Bella,,Beautiful,Belarusian
Borislav,,Battle glory,Belarusian
Daria,,"Wealthy, prosperous",Belarusian
Diana,,Divine,Belarusian
Ekaterina,,Pure,Belarusian
Elena,,Shining light,Belarusian
Emil,,Eager,Belarusian
Galina,,Calm,Belarusian
Gleb,,Heir,Belarusian
Irina,,Peaceful,Belarusian
Ivan,,John,Belarusian
Ksenia,,Hospitality,Belarusian
Larisa,,Cheerful,Belarusian
Lena,,"Light, torch",Belarusian
Lidiya,,"Noble, beautiful",Belarusian
Lyudmila,,Loved by the people,Belarusian
Makar,,Happy,Belarusian
Margarita,,Pearl,Belarusian
Maria,,Bitter,Belarusian
Marina,,Of the sea,Belarusian
Mila,,Gracious,Belarusian
Miron,,Peaceful,Belarusian
Nadezhda,,Hope,Belarusian
Natalia,,Birthday,Belarusian
Oleg,,Holy,Belarusian
Polina,,Many people,Belarusian
Raisa,,Easy-going,Belarusian
Regina,,Queen,Belarusian
Rina,,Joyful,Belarusian
Rostislav,,Glorious ruler,Belarusian
Semyon,,Hearing,Belarusian
Sofia,,Wisdom,Belarusian
Tatiana,,Fairy queen,Belarusian
Ulyana,,"Light, bright",Belarusian
Valentina,,"Strong, healthy",Belarusian
Varvara,,Stranger,Belarusian
Vera,,Faith,Belarusian
Violetta,,Violet,Belarusian
Vladislav,,Glory of the ruler,Belarusian
Yelena,,Shining light,Belarusian
Yulia,,Youthful,Belarusian
Zinaida,,Of Zeus,Belarusian
Yaroslav,,"Fierce, glorious",Belarusian
Aleksandr,,Defender of the people,Belarusian
Alina,,"Bright, beautiful",Belarusian
Andrey,,"Manly, brave",Belarusian
Angelina,,Angel,Belarusian
Antonina,,"Priceless, invaluable",Belarusian
Arina,,Peaceful,Belarusian
Darya,,"Wealthy, prosperous",Belarusian
Elizaveta,,God is my oath,Belarusian
Galina,,Calm,Belarusian
Irina,,Peaceful,Belarusian
Ksenia,,Hospitality,Belarusian
Larisa,,Cheerful,Belarusian
Lena,,"Light, torch",Belarusian
Lidiya,,"Noble, beautiful",Belarusian
Lyudmila,,Loved by the people,Belarusian
Margarita,,Pearl,Belarusian
Maria,,Bitter,Belarusian
Marina,,Of the sea,Belarusian
Mila,,Gracious,Belarusian
Natalia,,Birthday,Belarusian
Nadezhda,,Hope,Belarusian
Oksana,,Praise,Belarusian
Polina,,Many people,Belarusian
Regina,,Queen,Belarusian
Roxana,,Dawn,Belarusian
Svetlana,,"Light, shining",Belarusian
Tamara,,Palm tree,Belarusian
Valeria,,"Strength, health",Belarusian
Vera,,Faith,Belarusian
Violetta,,Violet,Belarusian
Yulia,,Youthful,Belarusian
Yuri,,Farmer,Belarusian
Aida,,Noble,Belarusian
Aleksei,,Defender of the people,Belarusian
Alina,,"Bright, beautiful",Belarusian
Aleksandr,,Defender of the people,Belarusian
Anastasiya,,Resurrection,Belarusian
Anton,,"Priceless, invaluable",Belarusian
Artyom,,"Safe, unharmed",Belarusian
Bella,,Beautiful,Belarusian
Boris,,"Battle, fight",Belarusian
Daria,,"Wealthy, prosperous",Belarusian
Diana,,Divine,Belarusian
Elena,,Shining light,Belarusian
Emilia,,Rival,Belarusian
Galina,,Calm,Belarusian
Gleb,,Heir,Belarusian
Irina,,Peaceful,Belarusian
Kira,,Lady,Belarusian
Larisa,,Cheerful,Belarusian
Lena,,"Light, torch",Belarusian
Lidiya,,"Noble, beautiful",Belarusian
Lyudmila,,Loved by the people,Belarusian
Margarita,,Pearl,Belarusian
Maria,,Bitter,Belarusian
Marina,,Of the sea,Belarusian
Mila,,Gracious,Belarusian
Miron,,Peaceful,Belarusian
Nadezhda,,Hope,Belarusian
Natalia,,Birthday,Belarusian
Oleg,,Holy,Belarusian
Polina,,Many people,Belarusian
Raisa,,Easy-going,Belarusian
Regina,,Queen,Belarusian
Rina,,Joyful,Belarusian
Rostislav,,Glorious ruler,Belarusian
Semyon,,Hearing,Belarusian
Sofia,,Wisdom,Belarusian
Tatiana,,Fairy queen,Belarusian
Ulyana,,"Light, bright",Belarusian
Valentina,,"Strong, healthy",Belarusian
Varvara,,Stranger,Belarusian
Vera,,Faith,Belarusian
Violetta,,Violet,Belarusian
Vladislav,,Glory of the ruler,Belarusian
Yelena,,Shining light,Belarusian
Yulia,,Youthful,Belarusian
Zinaida,,Of Zeus,Belarusian
Иван,,God is gracious,Bulgarian
Георги,,Farmer,Bulgarian
Димитър,,Dedicated to Saint Demetrius,Bulgarian
Петър,,"Rock, stone",Bulgarian
Мария,,"Lady, mother",Bulgarian
Ивана,,God's grace,Bulgarian
Елена,,"Light, shining",Bulgarian
Йорданка,,From the Jordan River,Bulgarian
Пеня,,"Foam, white foam",Bulgarian
Стефан,,"Crown, garland",Bulgarian
Николай,,Victory of the people,Bulgarian
Ралица,,Flower that blooms,Bulgarian
Тодор,,God's gift,Bulgarian
Славка,,"Glory, fame",Bulgarian
Златка,,"Golden, wealth",Bulgarian
Лиляна,,"Lily, flower",Bulgarian
Калина,,A type of flowering plant,Bulgarian
Асен,,"Exalted, noble",Bulgarian
Ивайло,,"Strong, powerful",Bulgarian
Симеон,,Heard by God,Bulgarian
Крум,,"Strong, powerful",Bulgarian
Румен,,"Red, rosy",Bulgarian
Ваня,,God's grace,Bulgarian
Десислава,,Glory of ten,Bulgarian
Яна,,God's grace,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Нина,,"Graceful, delicate",Bulgarian
Кристина,,Christian,Bulgarian
Аделина,,"Noble, nobility",Bulgarian
Снежка,,"Snowy, white",Bulgarian
Вяра,,"Faith, trust",Bulgarian
Надежда,,"Hope, expectation",Bulgarian
Любомир,,Peace of love,Bulgarian
Станка,,"Standing, upright",Bulgarian
Ралица,,Flower that blooms,Bulgarian
Димитрина,,Dedicated to Saint Demetrius,Bulgarian
Славена,,"Glory, fame",Bulgarian
Явор,,Maple tree,Bulgarian
Дани,,God's judgment,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Нина,,"Graceful, delicate",Bulgarian
Кристина,,Christian,Bulgarian
Аделина,,"Noble, nobility",Bulgarian
Снежка,,"Snowy, white",Bulgarian
Вяра,,"Faith, trust",Bulgarian
Надежда,,"Hope, expectation",Bulgarian
Любомир,,Peace of love,Bulgarian
Станка,,"Standing, upright",Bulgarian
Ралица,,Flower that blooms,Bulgarian
Димитрина,,Dedicated to Saint Demetrius,Bulgarian
Славена,,"Glory, fame",Bulgarian
Явор,,Maple tree,Bulgarian
Дани,,God's judgment,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Нина,,"Graceful, delicate",Bulgarian
Кристина,,Christian,Bulgarian
Аделина,,"Noble, nobility",Bulgarian
Снежка,,"Snowy, white",Bulgarian
Вяра,,"Faith, trust",Bulgarian
Надежда,,"Hope, expectation",Bulgarian
Любомир,,Peace of love,Bulgarian
Станка,,"Standing, upright",Bulgarian
Ралица,,Flower that blooms,Bulgarian
Димитрина,,Dedicated to Saint Demetrius,Bulgarian
Славена,,"Glory, fame",Bulgarian
Явор,,Maple tree,Bulgarian
Дани,,God's judgment,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Нина,,"Graceful, delicate",Bulgarian
Кристина,,Christian,Bulgarian
Аделина,,"Noble, nobility",Bulgarian
Снежка,,"Snowy, white",Bulgarian
Вяра,,"Faith, trust",Bulgarian
Надежда,,"Hope, expectation",Bulgarian
Любомир,,Peace of love,Bulgarian
Станка,,"Standing, upright",Bulgarian
Ралица,,Flower that blooms,Bulgarian
Димитрина,,Dedicated to Saint Demetrius,Bulgarian
Славена,,"Glory, fame",Bulgarian
Явор,,Maple tree,Bulgarian
Дани,,God's judgment,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Нина,,"Graceful, delicate",Bulgarian
Кристина,,Christian,Bulgarian
Аделина,,"Noble, nobility",Bulgarian
Снежка,,"Snowy, white",Bulgarian
Вяра,,"Faith, trust",Bulgarian
Надежда,,"Hope, expectation",Bulgarian
Любомир,,Peace of love,Bulgarian
Станка,,"Standing, upright",Bulgarian
Ралица,,Flower that blooms,Bulgarian
Димитрина,,Dedicated to Saint Demetrius,Bulgarian
Славена,,"Glory, fame",Bulgarian
Явор,,Maple tree,Bulgarian
Дани,,God's judgment,Bulgarian
Невена,,"Flower, symbol of beauty",Bulgarian
Станислав,,Glory of standing,Bulgarian
Лъчезар,,"Bright, shining",Bulgarian
Владислав,,Glory of the ruler,Bulgarian
Габриела,,God's strength,Bulgarian
Даниела,,God's judgment,Bulgarian
Анастасия,,Resurrection,Bulgarian
Емилия,,"Rival, competitor",Bulgarian
Силвия,,"Forest, wooded",Bulgarian
Розалия,,"Rose, flower",Bulgarian
Татяна,,"Decorated, beautiful",Bulgarian
Вероника,,Victory bearer,Bulgarian
Лора,,Laurel tree,Bulgarian
Снежана,,"Snowy, white",Bulgarian
Зорница,,"Dawn, morning star",Bulgarian
Amir,,"Prince, commander",Bosnian
Amina,,"Trustworthy, faithful",Bosnian
Adnan,,"Settler, one who is established",Bosnian
Džanan,,"Soul, spirit",Bosnian
Elvira,,"True, bright",Bosnian
Emina,,"Trustworthy, faithful",Bosnian
Faris,,"Knight, one who distinguishes",Bosnian
Hamza,,"Strong, steadfast",Bosnian
Ilma,,"Knowledge, wisdom",Bosnian
Jasmina,,Jasmine flower,Bosnian
Kenan,,The one who is blessed,Bosnian
Lejla,,"Night, dark beauty",Bosnian
Merjem,,"Bitter, a name of Mary in Arabic",Bosnian
Nermin,,"Soft, gentle",Bosnian
Omar,,"Flourishing, long-lived",Bosnian
Rami,,"Archer, one who aims",Bosnian
Samir,,Entertaining companion,Bosnian
Selma,,"Safe, peaceful",Bosnian
Tarik,,"Morning star, he who knocks at the door",Bosnian
Vedad,,"Knowledge, wisdom",Bosnian
Zana,,Gift from God,Bosnian
Azur,,Sky blue,Bosnian
Dario,,"Upholder of good, wealthy",Bosnian
Elmedin,,Knowledge of the faith,Bosnian
Fikret,,"Thoughtful, reflective",Bosnian
Goran,,Mountain man,Bosnian
Hanan,,"Compassion, mercy",Bosnian
Iman,,"Faith, belief",Bosnian
Jasmin,,Fragrant flower,Bosnian
Kenza,,"Treasure, wealth",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Maja,,"Great, magnificent",Bosnian
Nedim,,"Companion, friend",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rina,,"Joyful, happy",Bosnian
Selim,,"Safe, sound",Bosnian
Tanja,,Fairy queen,Bosnian
Vedad,,"Knowledge, wisdom",Bosnian
Zoran,,"Dawn, daybreak",Bosnian
Aida,,"Helper, leader",Bosnian
Bilal,,"Moisture, freshness",Bosnian
Dženan,,"Soul, spirit",Bosnian
Elif,,"Slim, slender",Bosnian
Fadil,,"Generous, virtuous",Bosnian
Gita,,"Song, melody",Bosnian
Husein,,"Handsome, good-looking",Bosnian
Iva,,"Yew tree, a symbol of strength",Bosnian
Jasminka,,Jasmine flower,Bosnian
Kadir,,"Powerful, capable",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Merima,,One who is blessed,Bosnian
Nela,,"Bright, shining",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rada,,"Happy, joyful",Bosnian
Sanel,,One who is blessed,Bosnian
Tarik,,"Morning star, he who knocks at the door",Bosnian
Violeta,,Violet flower,Bosnian
Zana,,Gift from God,Bosnian
Azra,,"Virgin, pure",Bosnian
Džemal,,"Beauty, grace",Bosnian
Elvira,,"True, bright",Bosnian
Fikret,,"Thoughtful, reflective",Bosnian
Goran,,Mountain man,Bosnian
Hanan,,"Compassion, mercy",Bosnian
Iman,,"Faith, belief",Bosnian
Jasmin,,Fragrant flower,Bosnian
Kenza,,"Treasure, wealth",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Maja,,"Great, magnificent",Bosnian
Nedim,,"Companion, friend",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rina,,"Joyful, happy",Bosnian
Selim,,"Safe, sound",Bosnian
Tanja,,Fairy queen,Bosnian
Vedad,,"Knowledge, wisdom",Bosnian
Zoran,,"Dawn, daybreak",Bosnian
Aida,,"Helper, leader",Bosnian
Bilal,,"Moisture, freshness",Bosnian
Dženan,,"Soul, spirit",Bosnian
Elif,,"Slim, slender",Bosnian
Fadil,,"Generous, virtuous",Bosnian
Gita,,"Song, melody",Bosnian
Husein,,"Handsome, good-looking",Bosnian
Iva,,"Yew tree, a symbol of strength",Bosnian
Jasminka,,Jasmine flower,Bosnian
Kadir,,"Powerful, capable",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Merima,,One who is blessed,Bosnian
Nela,,"Bright, shining",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rada,,"Happy, joyful",Bosnian
Sanel,,One who is blessed,Bosnian
Tarik,,"Morning star, he who knocks at the door",Bosnian
Violeta,,Violet flower,Bosnian
Zana,,Gift from God,Bosnian
Azra,,"Virgin, pure",Bosnian
Džemal,,"Beauty, grace",Bosnian
Elvira,,"True, bright",Bosnian
Fikret,,"Thoughtful, reflective",Bosnian
Goran,,Mountain man,Bosnian
Hanan,,"Compassion, mercy",Bosnian
Iman,,"Faith, belief",Bosnian
Jasmin,,Fragrant flower,Bosnian
Kenza,,"Treasure, wealth",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Maja,,"Great, magnificent",Bosnian
Nedim,,"Companion, friend",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rina,,"Joyful, happy",Bosnian
Selim,,"Safe, sound",Bosnian
Tanja,,Fairy queen,Bosnian
Vedad,,"Knowledge, wisdom",Bosnian
Zoran,,"Dawn, daybreak",Bosnian
Aida,,"Helper, leader",Bosnian
Bilal,,"Moisture, freshness",Bosnian
Dženan,,"Soul, spirit",Bosnian
Elif,,"Slim, slender",Bosnian
Fadil,,"Generous, virtuous",Bosnian
Gita,,"Song, melody",Bosnian
Husein,,"Handsome, good-looking",Bosnian
Iva,,"Yew tree, a symbol of strength",Bosnian
Jasminka,,Jasmine flower,Bosnian
Kadir,,"Powerful, capable",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Merima,,One who is blessed,Bosnian
Nela,,"Bright, shining",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rada,,"Happy, joyful",Bosnian
Sanel,,One who is blessed,Bosnian
Tarik,,"Morning star, he who knocks at the door",Bosnian
Violeta,,Violet flower,Bosnian
Zana,,Gift from God,Bosnian
Azra,,"Virgin, pure",Bosnian
Džemal,,"Beauty, grace",Bosnian
Elvira,,"True, bright",Bosnian
Fikret,,"Thoughtful, reflective",Bosnian
Goran,,Mountain man,Bosnian
Hanan,,"Compassion, mercy",Bosnian
Iman,,"Faith, belief",Bosnian
Jasmin,,Fragrant flower,Bosnian
Kenza,,"Treasure, wealth",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Maja,,"Great, magnificent",Bosnian
Nedim,,"Companion, friend",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rina,,"Joyful, happy",Bosnian
Selim,,"Safe, sound",Bosnian
Tanja,,Fairy queen,Bosnian
Vedad,,"Knowledge, wisdom",Bosnian
Zoran,,"Dawn, daybreak",Bosnian
Aida,,"Helper, leader",Bosnian
Bilal,,"Moisture, freshness",Bosnian
Dženan,,"Soul, spirit",Bosnian
Elif,,"Slim, slender",Bosnian
Fadil,,"Generous, virtuous",Bosnian
Gita,,"Song, melody",Bosnian
Husein,,"Handsome, good-looking",Bosnian
Iva,,"Yew tree, a symbol of strength",Bosnian
Jasminka,,Jasmine flower,Bosnian
Kadir,,"Powerful, capable",Bosnian
Lejla,,"Night, dark beauty",Bosnian
Merima,,One who is blessed,Bosnian
Nela,,"Bright, shining",Bosnian
Omer,,"Long-lived, flourishing",Bosnian
Rada,,"Happy, joyful",Bosnian
Sanel,,One who is blessed,Bosnian
Tarik,,"Morning star, he who knocks at the door",Bosnian
Violeta,,Violet flower,Bosnian
Zana,,Gift from God,Bosnian
Aina,,"Peaceful, tranquil",Catalan
Adrià,,From Hadria (a Roman city),Catalan
Albert,,"Noble, bright",Catalan
Aleix,,Defender,Catalan
Alex,,Defender of mankind,Catalan
Alicia,,"Noble, exalted",Catalan
Andreu,,"Manly, brave",Catalan
Anna,,Graceful,Catalan
Antoni,,"Priceless, invaluable",Catalan
Aurora,,Dawn,Catalan
Benet,,Blessed,Catalan
Biel,,"Strong, fierce",Catalan
Blai,,Stutterer,Catalan
Carla,,Free woman,Catalan
Carles,,"Manly, strong",Catalan
Clara,,"Clear, bright",Catalan
Coloma,,Dove,Catalan
David,,Beloved,Catalan
Elena,,Shining light,Catalan
Eloi,,Chosen one,Catalan
Emma,,"Whole, universal",Catalan
Enric,,Ruler of the household,Catalan
Eulàlia,,Well-spoken,Catalan
Ferran,,Brave traveler,Catalan
Francesc,,Frenchman,Catalan
Gemma,,Gemstone,Catalan
Gerard,,Brave with a spear,Catalan
Gil,,Youthful,Catalan
Hugo,,"Intelligent, mind",Catalan
Ignasi,,"Fiery, ardent",Catalan
Irene,,Peaceful,Catalan
Isabel,,Devoted to God,Catalan
Jaume,,Supplanter,Catalan
Jordi,,Farmer,Catalan
Josep,,God will increase,Catalan
Julia,,Youthful,Catalan
Laia,,"Weary, tired",Catalan
Laura,,"Laurel, victory",Catalan
Lluís,,Famous warrior,Catalan
Marc,,"Male, warrior",Catalan
Marta,,Lady,Catalan
Maties,,Gift of God,Catalan
Mònica,,Advisor,Catalan
Montserrat,,Serene mountain,Catalan
Núria,,Virgin of Núria,Catalan
Oriol,,Golden,Catalan
Paula,,Small,Catalan
Pere,,Rock,Catalan
Ramon,,Wise protector,Catalan
Raül,,Wolf,Catalan
Regina,,Queen,Catalan
Riera,,River,Catalan
Roger,,Famous spear,Catalan
Roser,,Rose,Catalan
Santi,,Saint,Catalan
Sergi,,Servant,Catalan
Teresa,,Harvester,Catalan
Tomàs,,Twin,Catalan
Uri,,Light,Catalan
Violeta,,Violet,Catalan
Xavi,,New house,Catalan
Xavier,,"Bright, splendid",Catalan
Alba,,Dawn,Catalan
Adela,,Noble,Catalan
Agnès,,Pure,Catalan
Aleix,,Defender,Catalan
Alex,,Defender of mankind,Catalan
Alicia,,"Noble, exalted",Catalan
Andreu,,"Manly, brave",Catalan
Anna,,Graceful,Catalan
Antoni,,"Priceless, invaluable",Catalan
Aurora,,Dawn,Catalan
Benet,,Blessed,Catalan
Biel,,"Strong, fierce",Catalan
Blai,,Stutterer,Catalan
Carla,,Free woman,Catalan
Carles,,"Manly, strong",Catalan
Clara,,"Clear, bright",Catalan
Coloma,,Dove,Catalan
David,,Beloved,Catalan
Elena,,Shining light,Catalan
Eloi,,Chosen one,Catalan
